Stay Name,Stay Type,Country,City,Amenities,Price per Night (USD)
Sapphire Lodge,Hotel,Germany,Frankfurt,"TV, Room Service, 24hr Reception, Parking, WiFi, Air Conditioning, Concierge",142.81
Amber Resort,Hotel,USA,Chicago,"TV, Air Conditioning, WiFi, 24hr Reception, Room Service, Parking, Mini Bar, Concierge",189.37
Skyline Hotels,Business Trips and Meet Stays,Brazil,Rio de Janeiro,"TV, Air Conditioning, 24hr Reception, Parking, Room Service, WiFi, Business Center",191.51
Palm Inn,Resort,India,Bangalore,"24hr Reception, Parking, Room Service, Nature Walks",331.35
Skyline Retreat,Resort,South Africa,Johannesburg,"Parking, Air Conditioning, TV, Room Service, 24hr Reception, WiFi, Adventure Sports, Nature Walks",123.48
Sunset Motel,Business Trips and Meet Stays,Canada,Vancouver,"WiFi, TV, Air Conditioning, Room Service, 24hr Reception, Projector Facility, Business Center",111.5
Imperial Inn,Business Trips and Meet Stays,UK,Birmingham,"WiFi, Air Conditioning, Room Service, Conference Room",115.19
Sunset Suites,Vacation Tours and Travels,South Africa,Durban,"TV, 24hr Reception, Air Conditioning, Guided City Tours",122.56
Majestic Business Rooms,Hotel,Australia,Brisbane,"24hr Reception, WiFi, Parking, Mini Bar, Concierge",134.54
Moonlight Inn,Resort,Canada,Toronto,"Room Service, Parking, TV, WiFi, Air Conditioning, 24hr Reception, Nature Walks, Adventure Sports",331.71
Cosmic Business Rooms,Hotel,USA,Miami,"WiFi, Parking, Room Service, Air Conditioning, Laundry Service, Mini Bar",137.8
Maple Motel,Business Trips and Meet Stays,Brazil,São Paulo,"24hr Reception, Parking, TV, WiFi, Projector Facility",93.92
Golden Retreat,Resort,Germany,Frankfurt,"24hr Reception, Parking, Room Service, Air Conditioning, WiFi, TV, Private Beach",198.6
Cosmic Resort,Hotel,Brazil,Rio de Janeiro,"TV, Air Conditioning, Parking, 24hr Reception, Room Service, WiFi, Concierge",199.84
Golden Retreat,Vacation Tours and Travels,USA,Los Angeles,"Room Service, TV, WiFi, Vehicle Rentals",73.54
Skyline Motel,Business Trips and Meet Stays,Canada,Vancouver,"Parking, TV, WiFi, 24hr Reception, Projector Facility, Work Desk",149.64
Greenfield Hotels,Hotel,India,Delhi,"24hr Reception, TV, WiFi, Parking, Air Conditioning, Room Service, Concierge, Laundry Service",175.07
Sapphire Suites,Business Trips and Meet Stays,Australia,Sydney,"Air Conditioning, 24hr Reception, TV, WiFi, Room Service, Projector Facility",100.41
Sunset Resort,Hotel,Brazil,São Paulo,"WiFi, TV, Parking, Air Conditioning, 24hr Reception, Laundry Service",163.63
Oceanic Retreat,Resort,USA,Miami,"24hr Reception, Parking, WiFi, TV, Spa, Adventure Sports",143.58
Golden Business Rooms,Resort,Germany,Frankfurt,"WiFi, Parking, Air Conditioning, 24hr Reception, Adventure Sports, Private Beach",297.08
Vikas Retreat,Hotel,France,Lyon,"Room Service, Air Conditioning, TV, Parking, WiFi, 24hr Reception, Concierge, Laundry Service",112.33
Imperial Lodge,Resort,India,Mumbai,"24hr Reception, Air Conditioning, TV, Adventure Sports",339.16
Greenfield Hotels,Hotel,Brazil,Brasília,"Room Service, Parking, TV, WiFi, 24hr Reception, Air Conditioning, Concierge, Laundry Service",112.03
Urban Suites,Vacation Tours and Travels,Brazil,São Paulo,"TV, WiFi, Air Conditioning, Parking, 24hr Reception, Vehicle Rentals",147.36
Greenfield Tours,Hotel,Canada,Vancouver,"Parking, WiFi, Air Conditioning, Room Service, Mini Bar, Laundry Service",70.32
Greenfield Suites,Resort,Canada,Toronto,"TV, Room Service, Air Conditioning, WiFi, Spa",236.77
Majestic Motel,Business Trips and Meet Stays,Germany,Munich,"24hr Reception, Room Service, Air Conditioning, Business Center, Conference Room",175.62
Royal Suites,Resort,Canada,Toronto,"Room Service, Parking, TV, WiFi, Nature Walks",129.24
Moonlight Resort,Vacation Tours and Travels,Japan,Osaka,"24hr Reception, Parking, WiFi, TV, Air Conditioning, Local Cuisine Sampling, Vehicle Rentals",77.29
Greenfield Suites,Vacation Tours and Travels,Brazil,Rio de Janeiro,"TV, Parking, Room Service, 24hr Reception, Air Conditioning, WiFi, Vehicle Rentals",105.37
Vikas Hotels,Resort,Brazil,Rio de Janeiro,"TV, Air Conditioning, 24hr Reception, Room Service, Parking, WiFi, Private Beach, Nature Walks",385.19
Amber Travels,Resort,Canada,Vancouver,"Room Service, TV, WiFi, Private Beach, Adventure Sports",399.28
Palm Motel,Hotel,USA,Los Angeles,"Room Service, TV, 24hr Reception, Parking, Laundry Service, Concierge",191.83
Majestic Business Rooms,Vacation Tours and Travels,USA,New York,"24hr Reception, Air Conditioning, Parking, Vehicle Rentals, Guided City Tours",149.03
Palm Hotels,Business Trips and Meet Stays,Japan,Tokyo,"WiFi, Room Service, Air Conditioning, 24hr Reception, TV, Business Center",154.1
Tranquil Inn,Resort,Japan,Kyoto,"Room Service, TV, 24hr Reception, Parking, WiFi, Air Conditioning, Private Beach",241.21
Tranquil Resort,Vacation Tours and Travels,UK,London,"Room Service, 24hr Reception, WiFi, Vehicle Rentals",112.73
Paradise Motel,Business Trips and Meet Stays,UK,London,"Air Conditioning, WiFi, TV, Conference Room, Projector Facility",228.21
Urban Travels,Vacation Tours and Travels,India,Hyderabad,"Parking, 24hr Reception, WiFi, TV, Air Conditioning, Room Service, Guided City Tours, Vehicle Rentals",136.34
Paradise Motel,Hotel,Brazil,Brasília,"24hr Reception, Parking, TV, Room Service, Mini Bar, Laundry Service",76.25
Moonlight Inn,Resort,Japan,Tokyo,"TV, 24hr Reception, Parking, WiFi, Air Conditioning, Spa, Nature Walks",169.93
Golden Motel,Vacation Tours and Travels,USA,Miami,"WiFi, Room Service, Air Conditioning, 24hr Reception, TV, Vehicle Rentals",68.34
Tranquil Resort,Business Trips and Meet Stays,France,Lyon,"Air Conditioning, 24hr Reception, TV, WiFi, Parking, Business Center",222.72
Golden Lodge,Vacation Tours and Travels,Canada,Vancouver,"TV, Parking, Room Service, 24hr Reception, Air Conditioning, Local Cuisine Sampling",80.11
Oceanic Resort,Business Trips and Meet Stays,Germany,Munich,"TV, Room Service, Parking, 24hr Reception, WiFi, Work Desk",246.33
Tranquil Inn,Business Trips and Meet Stays,Australia,Melbourne,"Air Conditioning, 24hr Reception, Parking, Room Service, Work Desk, Conference Room",113.98
Cosmic Lodge,Vacation Tours and Travels,Japan,Tokyo,"Room Service, 24hr Reception, TV, WiFi, Air Conditioning, Local Cuisine Sampling, Guided City Tours",58.31
Skyline Motel,Hotel,Canada,Vancouver,"Room Service, TV, Parking, Air Conditioning, WiFi, 24hr Reception, Concierge",76.44
Vikas Motel,Hotel,Australia,Brisbane,"Parking, Air Conditioning, WiFi, TV, Mini Bar, Laundry Service",143.6
Paradise Motel,Business Trips and Meet Stays,Australia,Melbourne,"Parking, Air Conditioning, WiFi, Conference Room",162.55
Cosmic Motel,Business Trips and Meet Stays,Australia,Brisbane,"24hr Reception, Room Service, WiFi, Parking, Projector Facility",103.11
Tranquil Business Rooms,Hotel,Germany,Berlin,"Parking, Room Service, TV, Air Conditioning, WiFi, Mini Bar",158.16
Cosmic Retreat,Vacation Tours and Travels,India,Bangalore,"WiFi, Room Service, Parking, TV, Air Conditioning, Vehicle Rentals",76.62
Moonlight Travels,Hotel,USA,Chicago,"Room Service, TV, WiFi, Mini Bar",137.17
Azure Lodge,Hotel,Brazil,São Paulo,"Air Conditioning, 24hr Reception, WiFi, Parking, Room Service, Laundry Service",190.66
Amber Resort,Resort,Brazil,Rio de Janeiro,"TV, 24hr Reception, Air Conditioning, Room Service, WiFi, Parking, Nature Walks",160.97
Vikas Tours,Resort,South Africa,Cape Town,"TV, Parking, Air Conditioning, Adventure Sports",306.74
Palm Resort,Resort,Australia,Sydney,"TV, Air Conditioning, 24hr Reception, Adventure Sports",315.96
Cosmic Inn,Hotel,Japan,Osaka,"24hr Reception, Room Service, Parking, Laundry Service, Mini Bar",175.49
Moonlight Motel,Business Trips and Meet Stays,France,Lyon,"TV, Room Service, Air Conditioning, Business Center",183.29
Golden Inn,Vacation Tours and Travels,Germany,Munich,"Room Service, Air Conditioning, WiFi, Parking, 24hr Reception, Vehicle Rentals, Local Cuisine Sampling",53.25
Sunset Hotels,Vacation Tours and Travels,France,Lyon,"WiFi, Room Service, Air Conditioning, Parking, Local Cuisine Sampling, Guided City Tours",86.41
Golden Hotels,Vacation Tours and Travels,France,Lyon,"24hr Reception, Parking, Room Service, Air Conditioning, WiFi, TV, Guided City Tours",60.44
Maple Tours,Vacation Tours and Travels,Germany,Munich,"WiFi, 24hr Reception, TV, Parking, Room Service, Local Cuisine Sampling, Vehicle Rentals",52.13
Golden Resort,Business Trips and Meet Stays,France,Paris,"TV, Room Service, 24hr Reception, WiFi, Work Desk",98.01
Majestic Retreat,Hotel,South Africa,Cape Town,"Air Conditioning, 24hr Reception, Room Service, WiFi, TV, Parking, Laundry Service",198.34
Sapphire Hotels,Hotel,Canada,Vancouver,"TV, 24hr Reception, WiFi, Room Service, Parking, Air Conditioning, Laundry Service",104.24
Amber Lodge,Resort,Australia,Brisbane,"24hr Reception, Air Conditioning, WiFi, Room Service, Adventure Sports, Private Beach",232.05
Paradise Inn,Vacation Tours and Travels,USA,Los Angeles,"Room Service, TV, Parking, Air Conditioning, WiFi, 24hr Reception, Vehicle Rentals",33.29
Moonlight Hotels,Resort,South Africa,Cape Town,"TV, 24hr Reception, Room Service, WiFi, Private Beach",319.83
Sunset Travels,Business Trips and Meet Stays,South Africa,Durban,"TV, WiFi, 24hr Reception, Air Conditioning, Work Desk, Business Center",143.43
Majestic Tours,Business Trips and Meet Stays,UK,Manchester,"TV, Air Conditioning, Room Service, 24hr Reception, Work Desk",118.47
Tranquil Travels,Vacation Tours and Travels,USA,New York,"Air Conditioning, 24hr Reception, TV, Parking, Vehicle Rentals, Local Cuisine Sampling",57.12
Palm Motel,Hotel,Canada,Toronto,"24hr Reception, Room Service, TV, Air Conditioning, Parking, WiFi, Laundry Service, Mini Bar",64.95
Golden Business Rooms,Resort,Australia,Sydney,"TV, WiFi, 24hr Reception, Spa",329.1
Moonlight Hotels,Resort,Canada,Toronto,"Parking, Air Conditioning, 24hr Reception, TV, WiFi, Room Service, Adventure Sports, Private Beach",169.27
Cosmic Suites,Resort,USA,New York,"TV, Parking, Air Conditioning, 24hr Reception, Room Service, WiFi, Private Beach",347.43
Sapphire Lodge,Business Trips and Meet Stays,Australia,Melbourne,"Room Service, Air Conditioning, 24hr Reception, Parking, TV, WiFi, Work Desk, Business Center",138.57
Amber Hotels,Business Trips and Meet Stays,India,Delhi,"WiFi, Air Conditioning, Parking, TV, Room Service, 24hr Reception, Projector Facility",233.64
Tranquil Resort,Business Trips and Meet Stays,France,Lyon,"Air Conditioning, TV, Room Service, WiFi, 24hr Reception, Parking, Projector Facility, Conference Room",185.73
Greenfield Lodge,Resort,South Africa,Johannesburg,"Parking, Room Service, WiFi, 24hr Reception, TV, Air Conditioning, Adventure Sports, Nature Walks",322.47
Imperial Tours,Hotel,Brazil,São Paulo,"24hr Reception, WiFi, Parking, TV, Room Service, Mini Bar, Concierge",114.62
Golden Resort,Vacation Tours and Travels,UK,Manchester,"TV, Room Service, Parking, 24hr Reception, Air Conditioning, WiFi, Guided City Tours",117.54
Heritage Hotels,Vacation Tours and Travels,Canada,Montreal,"Room Service, Parking, TV, 24hr Reception, WiFi, Air Conditioning, Guided City Tours, Vehicle Rentals",133.18
Skyline Travels,Business Trips and Meet Stays,USA,Miami,"TV, 24hr Reception, Air Conditioning, Projector Facility",216.03
Amber Motel,Business Trips and Meet Stays,Brazil,Brasília,"TV, WiFi, Air Conditioning, Parking, 24hr Reception, Business Center, Projector Facility",203.01
Cosmic Inn,Hotel,Germany,Berlin,"Parking, Room Service, TV, Air Conditioning, Concierge, Laundry Service",78.5
Greenfield Tours,Hotel,South Africa,Cape Town,"Parking, TV, Air Conditioning, WiFi, Room Service, 24hr Reception, Mini Bar, Concierge",140.36
Royal Hotels,Hotel,France,Marseille,"WiFi, Air Conditioning, Room Service, Parking, 24hr Reception, Concierge, Mini Bar",185.45
Oceanic Hotels,Hotel,Japan,Osaka,"24hr Reception, Parking, Room Service, Concierge",199.35
Golden Resort,Business Trips and Meet Stays,India,Bangalore,"TV, Room Service, Parking, WiFi, Air Conditioning, 24hr Reception, Projector Facility, Work Desk",194.71
Amber Lodge,Vacation Tours and Travels,South Africa,Johannesburg,"Room Service, Air Conditioning, Parking, 24hr Reception, Guided City Tours, Local Cuisine Sampling",135.61
Azure Lodge,Vacation Tours and Travels,UK,Birmingham,"24hr Reception, Parking, Room Service, Guided City Tours, Local Cuisine Sampling",129.82
Vikas Hotels,Vacation Tours and Travels,South Africa,Cape Town,"Air Conditioning, WiFi, 24hr Reception, Room Service, Parking, Vehicle Rentals",121.63
Urban Travels,Hotel,South Africa,Johannesburg,"Parking, Air Conditioning, Room Service, TV, Laundry Service",152.87
Cosmic Motel,Business Trips and Meet Stays,UK,London,"Room Service, 24hr Reception, Air Conditioning, Projector Facility",85.98
Cosmic Resort,Resort,USA,Chicago,"Parking, WiFi, Room Service, TV, Nature Walks",186.5
Tranquil Business Rooms,Resort,Japan,Kyoto,"WiFi, Air Conditioning, Parking, Spa, Adventure Sports",346.56
Imperial Business Rooms,Vacation Tours and Travels,South Africa,Cape Town,"Room Service, Parking, 24hr Reception, WiFi, TV, Vehicle Rentals, Local Cuisine Sampling",72.99
Urban Resort,Resort,South Africa,Durban,"WiFi, Room Service, Air Conditioning, Nature Walks, Adventure Sports",282.94
Sapphire Inn,Vacation Tours and Travels,USA,Miami,"TV, Air Conditioning, Parking, WiFi, 24hr Reception, Local Cuisine Sampling, Vehicle Rentals",41.87
Maple Inn,Hotel,India,Mumbai,"WiFi, Room Service, Parking, Air Conditioning, Concierge, Mini Bar",108.97
Skyline Resort,Business Trips and Meet Stays,Canada,Montreal,"WiFi, TV, 24hr Reception, Business Center",158.5
Heritage Suites,Business Trips and Meet Stays,France,Paris,"Room Service, WiFi, Parking, Air Conditioning, Work Desk, Business Center",188.4
Sapphire Travels,Resort,Canada,Toronto,"Room Service, Air Conditioning, WiFi, Spa",190.49
Majestic Retreat,Resort,France,Marseille,"24hr Reception, TV, Parking, Adventure Sports, Nature Walks",358.64
Sunset Retreat,Hotel,UK,Birmingham,"Room Service, Air Conditioning, WiFi, TV, 24hr Reception, Concierge, Mini Bar",73.84
Moonlight Resort,Business Trips and Meet Stays,Japan,Kyoto,"TV, WiFi, Parking, 24hr Reception, Work Desk, Business Center",174.92
Royal Motel,Hotel,Germany,Munich,"24hr Reception, Air Conditioning, TV, WiFi, Mini Bar",104.11
Palm Resort,Business Trips and Meet Stays,Canada,Toronto,"24hr Reception, WiFi, Parking, Work Desk, Projector Facility",210.11
Azure Lodge,Resort,India,Hyderabad,"WiFi, TV, 24hr Reception, Room Service, Parking, Nature Walks, Adventure Sports",107.13
Tranquil Business Rooms,Business Trips and Meet Stays,South Africa,Cape Town,"Air Conditioning, Parking, TV, Projector Facility",168.42
Paradise Travels,Resort,Brazil,Rio de Janeiro,"Parking, Air Conditioning, TV, WiFi, Room Service, 24hr Reception, Private Beach",224.01
Azure Inn,Business Trips and Meet Stays,UK,Birmingham,"24hr Reception, TV, Parking, WiFi, Business Center, Projector Facility",224.95
Greenfield Lodge,Resort,USA,New York,"TV, Room Service, WiFi, 24hr Reception, Parking, Air Conditioning, Spa, Adventure Sports",130.76
Maple Hotels,Hotel,Japan,Kyoto,"TV, Air Conditioning, 24hr Reception, Parking, Room Service, Mini Bar, Laundry Service",51.13
Imperial Travels,Hotel,USA,Miami,"Parking, WiFi, 24hr Reception, Room Service, TV, Concierge",195.03
Cosmic Resort,Resort,Japan,Osaka,"Room Service, WiFi, Parking, TV, 24hr Reception, Private Beach, Spa",148.24
Heritage Business Rooms,Business Trips and Meet Stays,Brazil,Rio de Janeiro,"24hr Reception, WiFi, Parking, TV, Air Conditioning, Conference Room",208.88
Majestic Hotels,Hotel,Australia,Sydney,"Parking, TV, Air Conditioning, WiFi, Mini Bar",149.88
Golden Travels,Business Trips and Meet Stays,Canada,Vancouver,"24hr Reception, TV, Room Service, Conference Room, Projector Facility",247.7
Amber Business Rooms,Hotel,USA,Miami,"Air Conditioning, 24hr Reception, Room Service, Parking, Mini Bar, Laundry Service",100.51
Sunset Tours,Vacation Tours and Travels,Germany,Frankfurt,"Room Service, 24hr Reception, Parking, Guided City Tours, Vehicle Rentals",57.97
Urban Hotels,Vacation Tours and Travels,UK,London,"WiFi, Room Service, 24hr Reception, Parking, Local Cuisine Sampling, Vehicle Rentals",99.49
Majestic Inn,Vacation Tours and Travels,South Africa,Johannesburg,"Parking, Room Service, 24hr Reception, WiFi, Air Conditioning, Local Cuisine Sampling",92.23
Golden Retreat,Resort,Germany,Frankfurt,"Air Conditioning, Parking, Room Service, TV, Nature Walks, Private Beach",352.72
Amber Travels,Resort,USA,New York,"Parking, WiFi, Air Conditioning, 24hr Reception, TV, Room Service, Nature Walks",399.4
Golden Business Rooms,Resort,Germany,Munich,"WiFi, Room Service, Air Conditioning, Spa, Private Beach",136.74
Oceanic Hotels,Business Trips and Meet Stays,Brazil,São Paulo,"WiFi, Parking, Air Conditioning, Room Service, Conference Room",101.41
Amber Motel,Resort,UK,Manchester,"WiFi, Room Service, Air Conditioning, Parking, TV, Private Beach, Adventure Sports",236.45
Heritage Motel,Vacation Tours and Travels,South Africa,Johannesburg,"TV, Parking, Room Service, WiFi, 24hr Reception, Guided City Tours",73.26
Greenfield Tours,Resort,Germany,Munich,"Parking, Room Service, Air Conditioning, TV, 24hr Reception, WiFi, Nature Walks, Adventure Sports",147.07
Amber Resort,Business Trips and Meet Stays,South Africa,Cape Town,"24hr Reception, Air Conditioning, TV, Room Service, WiFi, Parking, Projector Facility",246.69
Urban Retreat,Business Trips and Meet Stays,Brazil,Rio de Janeiro,"Room Service, 24hr Reception, TV, WiFi, Air Conditioning, Parking, Conference Room, Business Center",120.17
Vikas Inn,Hotel,Germany,Frankfurt,"Room Service, TV, 24hr Reception, Air Conditioning, Mini Bar",157.96
Palm Business Rooms,Resort,India,Bangalore,"24hr Reception, Room Service, TV, Parking, Air Conditioning, Adventure Sports, Private Beach",239.75
Sunset Business Rooms,Vacation Tours and Travels,UK,Birmingham,"WiFi, Parking, Air Conditioning, TV, 24hr Reception, Local Cuisine Sampling, Vehicle Rentals",71.22
